;link;hasil;sentiment
528;https://www.instagram.com/p/CP9-lhEHlDX/;winking face  tongue ntoo much expecting  memakai  disappointed sok  expect anything ncukup dilakoni disyukuri smiling face  smiling eyes folded hands jalan jalan  deh;2
529;https://www.instagram.com/p/CP9rX9EhitM/;kegiatan tanggal juni menanam pohon  sdn  menanggal   mengurangi pencemaran udara  banjir semangat  abdullah;0
531;https://www.instagram.com/p/CPxmkcGhy4C/;right arrow taman bungkul  nyaman  udara  sejuk   pepohonan  tumbuh   enaknya   rekreasi     bayar apapun alias gratis ditambah   fasilitas internet gratis amfiteater berukuran diameter meter  dilengkapi  jalur  penyandang cacat intinya taman   ramah      muda  orang tua  normal  penyandang disabilitas nlokasi jl taman bungkul darmo wonokromo kota  nsungguhsurabaya;0
532;https://www.instagram.com/p/CPxgSjYBeRP/;right arrow monumen kapal selam   berfungsi  museum  dalah salah  armada angkatan laut ri buatan uni soviet   kapal selam  bernama kiri pasopati   andalan  perang  pembebasan irian barat  belanda   kapal  dipensiunkan   museum  traveler   ruangan kapal  ruang luncur torpedo nlokasi jl pemuda  embong kaliasin genteng kota ;0
533;https://www.instagram.com/p/CPxHD6WBKUz/;right arrow masjid cheng hoo keunikan  masjid  terletak  desain bangunannya  menyerupai kelenteng  ibadah masyarakat tionghoa pembangunan masjid  bertujuan  mengenang laksamana muslim  china bernama cheng hoo     menyebarkan agama islam   right arrow ukurannya      menampung jamaah  keunikan arsitektur bangunannya  menarik traveler  mengunjunginya     wisatawan  traveling     memasukkan masjid cheng hoo   salah  tujuan berlibur  nlokasi jl gading  ketabang genteng kota ;2
534;https://www.instagram.com/p/CPxFiJ1hPl0/;bangga  sungguh  herb right arrow sungguh   disekitar   info indahnya ;0
535;https://www.instagram.com/p/CPr0fcaB3MM/;nwihii   menonton tv   rek   masuk tvri loh television camera  flash ntapi admin   senang  kalo        liburan  menikmati indahnya pemandangan alam       liburan   covid aman tenang    nerapin protokol kesehatan  pastikan    memakai masker mencuci tangan jaga jarak  pastikan tubuh  sehat  berwisata lollipop cherry blossom sparkles;0
537;https://www.instagram.com/p/CPneIz6rs05/;men  taste grinning face  smiling eyes keren melompat   clapping hands clapping hands keren parah haha;2
538;https://www.instagram.com/p/CPmytTbBPiI/;  cinematic vlog nfull version check  bio nmusic show   npartner davz  cerita petualangan fiksi teh ceceh bora ngewryy fire clapping hands mantaappp fire;0
539;https://www.instagram.com/p/CPmQitmNICK/;round pushpin wisata    deciduous tree water wave camera;1
540;https://www.instagram.com/p/CPmB6G7AXff/;wandering  heavy rain cloud  snow nnah  sunny afternoon   ;2
541;https://www.instagram.com/p/CPlTwFhpzrG/;stay away   bad approach  good damai  surga kawan red heart;2
542;https://www.instagram.com/p/CPkIyY6hWtb/;   suntuk  pengin nenangin pikiran admin menyarankan      deh nbuat  pengin tau alasannya   main kesini admin  jawabannya  slide  herb sparkles mancing enak min tutup min  perahu   min  jalan  pp;0
543;https://www.instagram.com/p/CPhSomDhlOf/;  senin   sing semangat rek gae sing kerja  sekolah dino iki flexed biceps light skin tone flexed biceps light skin tone nkalau capek  mampir    itung itung  refresing ndelok sing ijo ijo herb sparkles;2
544;https://www.instagram.com/p/CPfc5yYDZsG/; deciduous tree water wave  camera  flash nwisata   round pushpin wisata  ;1
545;https://www.instagram.com/p/CPfQjH6pBTw/;round pushpin wisata    deciduous tree water wave camera fotonya cakep banget  smiling face  heart eyes smiling face  heart eyes semoga corona    smiling face  open hands biar  holiday  red heart duh  kangen liburan   smiling face  heart eyes  cantik smiling face  heart eyes smiling face  heart eyes bagus banget pemandangannya smiling face  heart eyes smiling face  heart eyes keren ci livia smiling face  heart eyes red heart  vibes  bikin candu view  bagus banget  aesthetic  cii  andi pintar banget sih ambil foto         lokasi   nusa tenggara      pengin kesini soon deh pengin kesini suasana  segar banget damage   main bunda  cantik;2
546;https://www.instagram.com/p/CPdUxU4sn3Z/;nijenan rewel blas  kesasar;0
547;https://www.instagram.com/p/CPVelz2Bsd3/;sepeda   asyik  gravelin  nsekalian belajar tatak  medan offroad grinning face  sweat;2
549;https://www.instagram.com/p/CPLH0QAlEJM/;mangroves  grate icon  adaptation  survival nmangroves adapted  life  harsh coastal conditions  salt tolerance complex salt filtration system complex root system  cope  saltwater wave action    low oxygen conditions  waterlogged mud;0
550;https://www.instagram.com/p/CPLAkbRBzfo/; libur lebaran kemarin  mudik  liburan staycation nwarga         menikmati liburan murah meriah       kota  menikmati pemandangan     perahu ala   amazon face  hand  mouth;0
551;https://www.instagram.com/p/CPKN9bLsmyp/;nnikmati  gowesan  ketepi laut;1
552;https://www.instagram.com/p/CPDs5dVBuip/;ketenangan hati     prasangka    adek;0
553;https://www.instagram.com/p/CPDZxoLnGRd/;hidup     namanya karma  roda bumi   berputar nterimakasih kenangan folded hands;0
554;https://www.instagram.com/p/CPA4owzFd9J/; layaknya karya seni   orang  mengerti dirimu  orang orang  mengerti   melupakanmu nsony alpha ilce nsel mm ss nf iso npreset lightroom nlokasi    fire fire fire;0
555;https://www.instagram.com/p/CO_yDpIhf0J/; dikenal  kota pahlawan   bangunan gedung  pusat perbelanjaan       nbeginilah potret pesona     dipotret pagi   menarik  muncul bayangan pagar pembatas jogging track  kalah eksotik        nphoto karya  ndoc  warisane bu risma thumbs  thumbs  sayangnya   ruang terbuka hijau      menanggulangi pencemaran  kerusakan lingkungan  masuk peringkat  kota  terdampak bahaya lingkungan sedunia  laporan maplecroft  kualitas udaranya   level kuning  laporan iqair   langkah      berbuat   dikenal  kota pahlawan   bangunan gedung  pusat perbelanjaan  minim bangunan bersejarah  terawat   patung pahlawan nasional  berdiri gagah  pusat  pinggiran kota;0
556;https://www.instagram.com/p/CO-SBDvpN_8/;makan siang nkawasan observasi     nolympus  ii mm nbijaklah  memotret  alam liar  merekayasa keliaran alam semesta memotret alam liar intinya  kesabaran menikmati  namanya menunggu lak  sabaran ojok memotret alam liar  hasil bagus  bonus     utama  memaksakan keliaran alam  memenuhi keliaran   nmerusak alam liar merusak  pertiwi nmerusak  pertiwi merusak kedaulatan nkri nmerusak kedaulatan nkri  berurusan  tni polri occi id masyaalloh cakep banget  thumbs  thumbs  bouquet mantap ;0
557;https://www.instagram.com/p/CO8SST9HrGg/;  hidup  singkat  dilewati      ala;0
558;https://www.instagram.com/p/CO7nnSmnNho/;mampir liburan kunjungi  agrowisata destinasi nnuansa wisata  keluarga smiling face  smiling eyes thumbs  ncc larasati;2
559;https://www.instagram.com/p/COzjhYrsUcR/;liburan cewek ra  mudik smiling face  heart eyes smiling face  heart eyes;2
560;https://www.instagram.com/p/COovSvSFQLK/;  nmy sport journey sudah cepatan belajar renang dilut maneh nyemplung triathlon smiling face  heart eyes thumbs ;2
561;https://www.instagram.com/p/COg0A_ppxu0/;  dikenal  kota pahlawan    mengir  isinya  penuh  bangunan gedung  pusat perbelanjaan ntapi   adalab kota     lahan hijau  jalanan kota   rindang   kalah mengagunmkan        luas  bagus ninilah potret pesona       dipotret pagi   menarik  muncul bayangan pagar pembatas jogging track sungguh mempesona   ngimana berminat mengajak areknya   lur  camera  flash nfollow rek   hastag  berbagi    kota ;0
562;https://www.instagram.com/p/COgF9nOJS8S/;wisata   ;1
563;https://www.instagram.com/p/COgFwalJ_1-/;wisata   ;1
564;https://www.instagram.com/p/COgFpj6JmdT/;wisata   ;1
565;https://www.instagram.com/p/COWtrbJJzKU/;anniversary indak des nhisyam red heart uswatun nsemoga allah  meridhoi  mengabulkan hajat  berdua dijadikan keluarga  sakinah mawaddah warohmah wabarokah romli amin amin yarobbal alamin sopo seng ngedit iki wuih coupelan face  tears  joy face  tears  joy face  tears  joy;2
566;https://www.instagram.com/p/COPGZz1liWt/;tipe premium ulundanu  langsung berdekatan  fasum taman jogging track club house  kolam renang anak buruan diskon ratusan juta rupiah gratis ppn bphtb biaya kpr biaya ajb imb shgb  pemasangan pln pdam bonus ac canopy pagar cashback diskon senilai ratusan juta rupiah check mark   place value check mark  strategic location check mark  best building material quality check mark  high return  investment nhubungi kantorpemasaran pusat njl  kencana asri ii nrungkut  nphone nwhatsapp nemail admin com syarat ketentuan berlaku   lokasi luas tanah  bangunannya brpxbrp min;2
569;https://www.instagram.com/p/CN6Dnn3Le4V/; kirana pagi menampakkan  langit  elok memancarkan warna lazuardi dihadiri   permata sang wanodya  berharap tujuan hidupnya terwujud  nirmala   tau arti silakan buka kbbi beaming face  smiling eyes face  hand  mouth folded hands another late post pictures nthanks   camera timer  take   pictures  first  camera  flash nwisata   nsekalian cek engagement posting pagi beaming face  smiling eyes;0
570;https://www.instagram.com/p/CN55kI6ho46/; kirana pagi menampakkan  langit  elok memancarkan warna lazuardi dihadiri   permata sang wanodya  berharap tujuan hidupnya terwujud  nirmala   tau arti silakan buka kbbi beaming face  smiling eyes face  hand  mouth folded hands another late post pictures nthanks   camera timer  take   pictures  first nsekalian cek engagement posting pagi beaming face  smiling eyes   mengerti artine face  tears  joy hehhh melu po oo kwkw;0
571;https://www.instagram.com/p/CN1QcbHl7QI/;sunset;2
572;https://www.instagram.com/p/CN1QXDeFXsV/;jalan jalan sore  callie anjing kesayanganku;0
574;https://www.instagram.com/p/CNw4KvIpl_E/; time  alam nkawasan   nolympus  ii mm occi id cityscape kuerennn  lukisan alam  indah fire fire fire red heart muuasoook thumbs  medium dark skin tone thumbs  medium dark skin tone keren  siluet;1
576;https://www.instagram.com/p/CNoHWOVLWNR/;nbismillah  orang  doanya  tertolak norang  berpuasa   berbuka npemimpin  adil  doa orang  didzolimi  ahmad ntema free follback  terimakasih smiling face masyaallah tabarokhallah  sananya din;2
577;https://www.instagram.com/p/CNlfHeWAst7/;   good enough  everybody    always   best   one  deserves  person bowing light skin tone  female sign princess light skin tone woman dancing light skin tone nsave   sapa tau  butuh  inspirasi winking face  tongue njangan lupa tap red heart comment share nfollow  update inspirasi   backhand index pointing right follow backhand index pointing right follow backhand index pointing right follow camera copyright  credits owned  respective content creator;0
578;https://www.instagram.com/p/CNlcUUMHuPD/;   good enough  everybody    always   best   one  deserves  person bowing light skin tone  female sign princess light skin tone woman dancing light skin tone  camera  flash nmangrove   camera  flash bmb yellow heart lfllflfllffllflflflflflflflflfllflflflflflflflflflflflflflflflflflflflflflflflflflflflflfllflflflflflflflflfllflfllflflflflflflfllflflflflflllfl;2
579;https://www.instagram.com/p/CNlRaZHrmfL/;;1
580;https://www.instagram.com/p/CNj-KQ4HQEz/;follow ntetaplah  manusia sewajarnya   menjelma  setan  binatang  camera  flash yellow heart nrepost  follow auto back  tonton  komentar new post  back follow   tagar doang smiling face  heart eyes follow auto folback ;0
581;https://www.instagram.com/p/CNaHz9vJQws/;  self smiling face  hearts;2
582;https://www.instagram.com/p/CNZpYLgjbaq/;tetaplah  manusia sewajarnya   menjelma  setan  binatang  camera  flash yellow heart follow  auto follback langsung fire;0
583;https://www.instagram.com/p/CNZY4kincfj/;tetaplah  manusia sewajarnya   menjelma  setan  binatang yellow heart follback  folded hands smiling face  smiling eyes smiling face  smiling eyes cantik  smiling face  heart eyes smiling face  smiling eyes smiling face  smiling eyes ngono posting   kakak cantik smiling face  smiling eyes  follow follow auto back  new post blue heart ;2
584;https://www.instagram.com/p/CNXdU6eDaDA/;jauhi rokokmu dekati ibuku rokok membunuhmu ibuku merestuimu grinning face  sweat grinning face  sweat grinning face  sweat njiiaakhh;2
585;https://www.instagram.com/p/B3oAGuVDV5D/;silau smiling face  sunglasses;2
586;https://www.instagram.com/p/CNVVGAPgf4C/;jalan jalan    ncakeep njangan lupa pakai masker;0
587;https://www.instagram.com/p/CNUgVF7pxFH/; great time nopen house green lake natural living ntanggal april nstage jl   nrungkut  free ac canopy casback diskon senilai ratusan juta rupiah nhubungi  kantor pemasaran pusat njl  kencana asri ii nwonorejo  nphone nwhatsapp nemail admin com surat rmhnya  shgb  shm;2
588;https://www.instagram.com/p/CNPY8tanVT9/;foto  diupload  jari    kau genggam wkwkw;0
589;https://www.instagram.com/p/CNEYKgXhq_k/;csr folded hands nmidtown care nkami peduli nmenanam bakau    nuntuk anak cucu   red heart;0
590;https://www.instagram.com/p/CNDdrkrnGdd/;ce soir pas deh target feeding mais uniquement pour  beaut deh  vid  beaming face  smiling eyes folded hands beautiful fire raising hands;2
591;https://www.instagram.com/p/CNBO-QCLMkx/;smiling face  sunglasses  camera  flash anjani nwisata     buka   min opo iki anjani keren;2
592;https://www.instagram.com/p/CNAKU6LHD_H/;smiling face  sunglasses mohon info mangrovenya  buka   trakhir  ksana tutup  minggu  folded hands;0
593;https://www.instagram.com/p/CM7c80YD3p0/;leaf fluttering  wind squinting face  tongue face  hand  mouth face  hand  mouth face  hand  mouth face  hand  mouth;0
595;https://www.instagram.com/p/CM1vCUHLtJb/;terima kasih    andreas wibowo  pembelian toyota rush  semoga  andreas sekeluarga   kesehatan  rejeki  berlimpah nsales toyota niskandar nig toyota iskandar nauto jemursari toyota pelanggaran  wilayahe sampean face  tears  joy  andreas;2
597;https://www.instagram.com/p/CMxDxuTL6hg/; minggu ku kemarin seru star struck star struck star struck nliburan  murah  bikin hati bungah ncio senang diajak     tau rawa burung berkicau nom tante  banget kesini  spot foto  instagramable camera  flash ayah   shirt njunior round pushpin;2
598;https://www.instagram.com/p/CMw99uPL7-l/;ijo ijo   ilangin stres sudah buka teh;0
599;https://www.instagram.com/p/CMwBj8PsjXA/; nature  calling   explored;2
600;https://www.instagram.com/p/CMuHX7WnBha/;warung kongde nnasi selulup nrp njl bubutan ii nsurabaya;1
601;https://www.instagram.com/p/CMuHI6anUXu/;gotri nnasi langgi nrp njl raya nginden intan  nsurabaya;2
602;https://www.instagram.com/p/CMuGV1mHlZd/;gotri nnasi goreng gotri nrp njl raya nginden intan  nsurabaya;0
603;https://www.instagram.com/p/CMryyf7rYPr/; dikenal  kota pahlawan   bangunan gedung  pusat perbelanjaan       nbeginilah potret pesona     dipotret pagi   menarik  muncul bayangan pagar pembatas jogging track  kalah eksotik       nversi videonya    channel youtube dishub  edisi   sedunia restorasi   dunia  nphoto  ndoc  waahh indahnya   smiling face  heart eyes   masuk   foto ;0
604;https://www.instagram.com/p/CMrqExOnFiz/;;1
605;https://www.instagram.com/p/CMrVs90pwop/;green four leaf clover nby camera inzekyur  raising hands awww smiling face  heart eyes;2
606;https://www.instagram.com/p/CMono7Zj-PQ/; dibalik diam  hati   tersakiti;0
607;https://www.instagram.com/p/CEMh6gDp990/;sunflower opo iki sing mumpak prau  apik kasih watermark  fotonya   lokasi   heyyy sayank ;2
608;https://www.instagram.com/p/CMdoW_oHtTr/;unik tempatnya nada    nini   nama tempatnya    nmangrove   memiliki  spot foto unik  kekinian  wisata  era kekinian     menawarkan lokasi  epic  diabadikan  diupload  sosmed instagram  spot foto     menarik  lingkaran bambu menara padang dermaga bambu gazebo     njangan lupa staycationnya  biar  seru ncredit wow keren clapping hands;0
609;https://www.instagram.com/p/CMaBxhXL9Ls/;serukan susah keluh kesahmu   allah  tunjukkan  kebahagian  dunia;0
610;https://www.instagram.com/p/CMYfxhSFsDJ/;;1
612;https://www.instagram.com/p/CMTK4MBFt2F/;syuting mv maafkanlah berlokasi ;1
613;https://www.instagram.com/p/CMTCqYlpy8x/;vacation askaba;1
614;https://www.instagram.com/p/CMTCcIOJsr1/;vacation askaba;1
615;https://www.instagram.com/p/CMTCS-FpnXS/;vacation askaba;1
